gene_id	gRNA_group	pair_type
DMRTA1	sgRNA_22214099.22214353_22214247_gene	candidate
IFNB1	sgRNA_22214099.22214353_22214247_gene	candidate
IFNE	sgRNA_22214099.22214353_22214247_gene	candidate
IFNWP19	sgRNA_22214099.22214353_22214247_gene	candidate
p14.dialup	sgRNA_22214099.22214353_22214247_gene	candidate
CDKN2B	sgRNA_22214489.22215025_22214539_gene	candidate
CDKN2B-AS1	sgRNA_22214489.22215025_22214539_gene	candidate
p16.dialup	sgRNA_22214489.22215025_22214539_gene	candidate
MTAP	sgRNA_22214489.22215025_22214539_gene	candidate
DMRTA1	sgRNA_22214489.22215025_22214539_gene	candidate
IFNB1	sgRNA_22214489.22215025_22214539_gene	candidate
IFNE	sgRNA_22214489.22215025_22214539_gene	candidate
IFNWP19	sgRNA_22214489.22215025_22214539_gene	candidate
p14.dialup	sgRNA_22214489.22215025_22214539_gene	candidate
CDKN2B	sgRNA_22214489.22215025_22214730_gene	candidate
CDKN2B-AS1	sgRNA_22214489.22215025_22214730_gene	candidate
p16.dialup	sgRNA_22214489.22215025_22214730_gene	candidate
MTAP	sgRNA_22214489.22215025_22214730_gene	candidate
DMRTA1	sgRNA_22214489.22215025_22214730_gene	candidate
IFNB1	sgRNA_22214489.22215025_22214730_gene	candidate
IFNE	sgRNA_22214489.22215025_22214730_gene	candidate
IFNWP19	sgRNA_22214489.22215025_22214730_gene	candidate
p14.dialup	sgRNA_22214489.22215025_22214730_gene	candidate
CDKN2B	sgRNA_22214489.22215025_22214918_gene	candidate
CDKN2B-AS1	sgRNA_22214489.22215025_22214918_gene	candidate
p16.dialup	sgRNA_22214489.22215025_22214918_gene	candidate
MTAP	sgRNA_22214489.22215025_22214918_gene	candidate
DMRTA1	sgRNA_22214489.22215025_22214918_gene	candidate
IFNB1	sgRNA_22214489.22215025_22214918_gene	candidate
IFNE	sgRNA_22214489.22215025_22214918_gene	candidate
IFNWP19	sgRNA_22214489.22215025_22214918_gene	candidate
p14.dialup	sgRNA_22214489.22215025_22214918_gene	candidate
CDKN2B	sgRNA_22214489.22215025_22214930_gene	candidate
CDKN2B-AS1	sgRNA_22214489.22215025_22214930_gene	candidate
p16.dialup	sgRNA_22214489.22215025_22214930_gene	candidate
MTAP	sgRNA_22214489.22215025_22214930_gene	candidate
DMRTA1	sgRNA_22214489.22215025_22214930_gene	candidate
IFNB1	sgRNA_22214489.22215025_22214930_gene	candidate
IFNE	sgRNA_22214489.22215025_22214930_gene	candidate
IFNWP19	sgRNA_22214489.22215025_22214930_gene	candidate
p14.dialup	sgRNA_22214489.22215025_22214930_gene	candidate
CDKN2B	sgRNA_22216796.22217209_22216934_gene	candidate
CDKN2B-AS1	sgRNA_22216796.22217209_22216934_gene	candidate
p16.dialup	sgRNA_22216796.22217209_22216934_gene	candidate
MTAP	sgRNA_22216796.22217209_22216934_gene	candidate
DMRTA1	sgRNA_22216796.22217209_22216934_gene	candidate
IFNB1	sgRNA_22216796.22217209_22216934_gene	candidate
IFNE	sgRNA_22216796.22217209_22216934_gene	candidate
IFNWP19	sgRNA_22216796.22217209_22216934_gene	candidate
p14.dialup	sgRNA_22216796.22217209_22216934_gene	candidate
CDKN2B	sgRNA_22216796.22217209_22216966_gene	candidate
CDKN2B-AS1	sgRNA_22216796.22217209_22216966_gene	candidate
p16.dialup	sgRNA_22216796.22217209_22216966_gene	candidate
MTAP	sgRNA_22216796.22217209_22216966_gene	candidate
DMRTA1	sgRNA_22216796.22217209_22216966_gene	candidate
IFNB1	sgRNA_22216796.22217209_22216966_gene	candidate
IFNE	sgRNA_22216796.22217209_22216966_gene	candidate
IFNWP19	sgRNA_22216796.22217209_22216966_gene	candidate
p14.dialup	sgRNA_22216796.22217209_22216966_gene	candidate
CDKN2B	sgRNA_22216796.22217209_22217020_gene	candidate
CDKN2B-AS1	sgRNA_22216796.22217209_22217020_gene	candidate
p16.dialup	sgRNA_22216796.22217209_22217020_gene	candidate
MTAP	sgRNA_22216796.22217209_22217020_gene	candidate
DMRTA1	sgRNA_22216796.22217209_22217020_gene	candidate
IFNB1	sgRNA_22216796.22217209_22217020_gene	candidate
IFNE	sgRNA_22216796.22217209_22217020_gene	candidate
IFNWP19	sgRNA_22216796.22217209_22217020_gene	candidate
p14.dialup	sgRNA_22216796.22217209_22217020_gene	candidate
CDKN2B	sgRNA_22216796.22217209_22217046_gene	candidate
CDKN2B-AS1	sgRNA_22216796.22217209_22217046_gene	candidate
p16.dialup	sgRNA_22216796.22217209_22217046_gene	candidate
MTAP	sgRNA_22216796.22217209_22217046_gene	candidate
DMRTA1	sgRNA_22216796.22217209_22217046_gene	candidate
IFNB1	sgRNA_22216796.22217209_22217046_gene	candidate
IFNE	sgRNA_22216796.22217209_22217046_gene	candidate
IFNWP19	sgRNA_22216796.22217209_22217046_gene	candidate
p14.dialup	sgRNA_22216796.22217209_22217046_gene	candidate
CDKN2B	sgRNA_22228595.22228864_22228620_gene	candidate
CDKN2B-AS1	sgRNA_22228595.22228864_22228620_gene	candidate
p16.dialup	sgRNA_22228595.22228864_22228620_gene	candidate
MTAP	sgRNA_22228595.22228864_22228620_gene	candidate
DMRTA1	sgRNA_22228595.22228864_22228620_gene	candidate
IFNB1	sgRNA_22228595.22228864_22228620_gene	candidate
IFNE	sgRNA_22228595.22228864_22228620_gene	candidate
IFNWP19	sgRNA_22228595.22228864_22228620_gene	candidate
p14.dialup	sgRNA_22228595.22228864_22228620_gene	candidate
CDKN2B	sgRNA_22228595.22228864_22228625_gene	candidate
CDKN2B-AS1	sgRNA_22228595.22228864_22228625_gene	candidate
p16.dialup	sgRNA_22228595.22228864_22228625_gene	candidate
MTAP	sgRNA_22228595.22228864_22228625_gene	candidate
DMRTA1	sgRNA_22228595.22228864_22228625_gene	candidate
IFNB1	sgRNA_22228595.22228864_22228625_gene	candidate
IFNE	sgRNA_22228595.22228864_22228625_gene	candidate
IFNWP19	sgRNA_22228595.22228864_22228625_gene	candidate
p14.dialup	sgRNA_22228595.22228864_22228625_gene	candidate
CDKN2B	sgRNA_22228595.22228864_22228675_gene	candidate
CDKN2B-AS1	sgRNA_22228595.22228864_22228675_gene	candidate
p16.dialup	sgRNA_22228595.22228864_22228675_gene	candidate
MTAP	sgRNA_22228595.22228864_22228675_gene	candidate
DMRTA1	sgRNA_22228595.22228864_22228675_gene	candidate
IFNB1	sgRNA_22228595.22228864_22228675_gene	candidate
IFNE	sgRNA_22228595.22228864_22228675_gene	candidate
IFNWP19	sgRNA_22228595.22228864_22228675_gene	candidate
p14.dialup	sgRNA_22228595.22228864_22228675_gene	candidate
CDKN2B	sgRNA_22228595.22228864_22228759_gene	candidate
CDKN2B-AS1	sgRNA_22228595.22228864_22228759_gene	candidate
p16.dialup	sgRNA_22228595.22228864_22228759_gene	candidate
MTAP	sgRNA_22228595.22228864_22228759_gene	candidate
DMRTA1	sgRNA_22228595.22228864_22228759_gene	candidate
IFNB1	sgRNA_22228595.22228864_22228759_gene	candidate
IFNE	sgRNA_22228595.22228864_22228759_gene	candidate
IFNWP19	sgRNA_22228595.22228864_22228759_gene	candidate
p14.dialup	sgRNA_22228595.22228864_22228759_gene	candidate
CDKN2B	sgRNA_22237537.22237902_22237673_gene	candidate
CDKN2B-AS1	sgRNA_22237537.22237902_22237673_gene	candidate
p16.dialup	sgRNA_22237537.22237902_22237673_gene	candidate
MTAP	sgRNA_22237537.22237902_22237673_gene	candidate
DMRTA1	sgRNA_22237537.22237902_22237673_gene	candidate
IFNB1	sgRNA_22237537.22237902_22237673_gene	candidate
IFNE	sgRNA_22237537.22237902_22237673_gene	candidate
IFNWP19	sgRNA_22237537.22237902_22237673_gene	candidate
p14.dialup	sgRNA_22237537.22237902_22237673_gene	candidate
CDKN2B	sgRNA_22237537.22237902_22237711_gene	candidate
CDKN2B-AS1	sgRNA_22237537.22237902_22237711_gene	candidate
p16.dialup	sgRNA_22237537.22237902_22237711_gene	candidate
MTAP	sgRNA_22237537.22237902_22237711_gene	candidate
DMRTA1	sgRNA_22237537.22237902_22237711_gene	candidate
IFNB1	sgRNA_22237537.22237902_22237711_gene	candidate
IFNE	sgRNA_22237537.22237902_22237711_gene	candidate
IFNWP19	sgRNA_22237537.22237902_22237711_gene	candidate
p14.dialup	sgRNA_22237537.22237902_22237711_gene	candidate
CDKN2B	sgRNA_22237537.22237902_22237786_gene	candidate
CDKN2B-AS1	sgRNA_22237537.22237902_22237786_gene	candidate
p16.dialup	sgRNA_22237537.22237902_22237786_gene	candidate
MTAP	sgRNA_22237537.22237902_22237786_gene	candidate
DMRTA1	sgRNA_22237537.22237902_22237786_gene	candidate
IFNB1	sgRNA_22237537.22237902_22237786_gene	candidate
IFNE	sgRNA_22237537.22237902_22237786_gene	candidate
IFNWP19	sgRNA_22237537.22237902_22237786_gene	candidate
p14.dialup	sgRNA_22237537.22237902_22237786_gene	candidate
CDKN2B	sgRNA_22237908.22238257_22238011_gene	candidate
CDKN2B-AS1	sgRNA_22237908.22238257_22238011_gene	candidate
p16.dialup	sgRNA_22237908.22238257_22238011_gene	candidate
MTAP	sgRNA_22237908.22238257_22238011_gene	candidate
DMRTA1	sgRNA_22237908.22238257_22238011_gene	candidate
IFNB1	sgRNA_22237908.22238257_22238011_gene	candidate
IFNE	sgRNA_22237908.22238257_22238011_gene	candidate
IFNWP19	sgRNA_22237908.22238257_22238011_gene	candidate
p14.dialup	sgRNA_22237908.22238257_22238011_gene	candidate
CDKN2B	sgRNA_22237908.22238257_22238085_gene	candidate
CDKN2B-AS1	sgRNA_22237908.22238257_22238085_gene	candidate
p16.dialup	sgRNA_22237908.22238257_22238085_gene	candidate
MTAP	sgRNA_22237908.22238257_22238085_gene	candidate
DMRTA1	sgRNA_22237908.22238257_22238085_gene	candidate
IFNB1	sgRNA_22237908.22238257_22238085_gene	candidate
IFNE	sgRNA_22237908.22238257_22238085_gene	candidate
IFNWP19	sgRNA_22237908.22238257_22238085_gene	candidate
p14.dialup	sgRNA_22237908.22238257_22238085_gene	candidate
CDKN2B	sgRNA_22237908.22238257_22238141_gene	candidate
CDKN2B-AS1	sgRNA_22237908.22238257_22238141_gene	candidate
p16.dialup	sgRNA_22237908.22238257_22238141_gene	candidate
MTAP	sgRNA_22237908.22238257_22238141_gene	candidate
DMRTA1	sgRNA_22237908.22238257_22238141_gene	candidate
IFNB1	sgRNA_22237908.22238257_22238141_gene	candidate
IFNE	sgRNA_22237908.22238257_22238141_gene	candidate
IFNWP19	sgRNA_22237908.22238257_22238141_gene	candidate
p14.dialup	sgRNA_22237908.22238257_22238141_gene	candidate
CDKN2B	sgRNA_22240607.22241123_22240742_gene	candidate
CDKN2B-AS1	sgRNA_22240607.22241123_22240742_gene	candidate
p16.dialup	sgRNA_22240607.22241123_22240742_gene	candidate
MTAP	sgRNA_22240607.22241123_22240742_gene	candidate
DMRTA1	sgRNA_22240607.22241123_22240742_gene	candidate
IFNB1	sgRNA_22240607.22241123_22240742_gene	candidate
IFNE	sgRNA_22240607.22241123_22240742_gene	candidate
IFNWP19	sgRNA_22240607.22241123_22240742_gene	candidate
p14.dialup	sgRNA_22240607.22241123_22240742_gene	candidate
CDKN2B	sgRNA_22240607.22241123_22240901_gene	candidate
CDKN2B-AS1	sgRNA_22240607.22241123_22240901_gene	candidate
p16.dialup	sgRNA_22240607.22241123_22240901_gene	candidate
MTAP	sgRNA_22240607.22241123_22240901_gene	candidate
DMRTA1	sgRNA_22240607.22241123_22240901_gene	candidate
IFNB1	sgRNA_22240607.22241123_22240901_gene	candidate
IFNE	sgRNA_22240607.22241123_22240901_gene	candidate
IFNWP19	sgRNA_22240607.22241123_22240901_gene	candidate
p14.dialup	sgRNA_22240607.22241123_22240901_gene	candidate
CDKN2B	sgRNA_22240607.22241123_22241076_gene	candidate
CDKN2B-AS1	sgRNA_22240607.22241123_22241076_gene	candidate
p16.dialup	sgRNA_22240607.22241123_22241076_gene	candidate
MTAP	sgRNA_22240607.22241123_22241076_gene	candidate
DMRTA1	sgRNA_22240607.22241123_22241076_gene	candidate
IFNB1	sgRNA_22240607.22241123_22241076_gene	candidate
IFNE	sgRNA_22240607.22241123_22241076_gene	candidate
IFNWP19	sgRNA_22240607.22241123_22241076_gene	candidate
p14.dialup	sgRNA_22240607.22241123_22241076_gene	candidate
CDKN2B	sgRNA_22240607.22241123_22241093_gene	candidate
CDKN2B-AS1	sgRNA_22240607.22241123_22241093_gene	candidate
p16.dialup	sgRNA_22240607.22241123_22241093_gene	candidate
MTAP	sgRNA_22240607.22241123_22241093_gene	candidate
DMRTA1	sgRNA_22240607.22241123_22241093_gene	candidate
IFNB1	sgRNA_22240607.22241123_22241093_gene	candidate
IFNE	sgRNA_22240607.22241123_22241093_gene	candidate
IFNWP19	sgRNA_22240607.22241123_22241093_gene	candidate
p14.dialup	sgRNA_22240607.22241123_22241093_gene	candidate
CDKN2B	sgRNA_22244141.22244453_22244290_gene	candidate
CDKN2B-AS1	sgRNA_22244141.22244453_22244290_gene	candidate
p16.dialup	sgRNA_22244141.22244453_22244290_gene	candidate
MTAP	sgRNA_22244141.22244453_22244290_gene	candidate
DMRTA1	sgRNA_22244141.22244453_22244290_gene	candidate
IFNB1	sgRNA_22244141.22244453_22244290_gene	candidate
IFNE	sgRNA_22244141.22244453_22244290_gene	candidate
IFNWP19	sgRNA_22244141.22244453_22244290_gene	candidate
p14.dialup	sgRNA_22244141.22244453_22244290_gene	candidate
CDKN2B	sgRNA_22244141.22244453_22244317_gene	candidate
CDKN2B-AS1	sgRNA_22244141.22244453_22244317_gene	candidate
p16.dialup	sgRNA_22244141.22244453_22244317_gene	candidate
MTAP	sgRNA_22244141.22244453_22244317_gene	candidate
DMRTA1	sgRNA_22244141.22244453_22244317_gene	candidate
IFNB1	sgRNA_22244141.22244453_22244317_gene	candidate
IFNE	sgRNA_22244141.22244453_22244317_gene	candidate
IFNWP19	sgRNA_22244141.22244453_22244317_gene	candidate
p14.dialup	sgRNA_22244141.22244453_22244317_gene	candidate
CDKN2B	sgRNA_22244141.22244453_22244320_gene	candidate
CDKN2B-AS1	sgRNA_22244141.22244453_22244320_gene	candidate
p16.dialup	sgRNA_22244141.22244453_22244320_gene	candidate
MTAP	sgRNA_22244141.22244453_22244320_gene	candidate
DMRTA1	sgRNA_22244141.22244453_22244320_gene	candidate
IFNB1	sgRNA_22244141.22244453_22244320_gene	candidate
IFNE	sgRNA_22244141.22244453_22244320_gene	candidate
IFNWP19	sgRNA_22244141.22244453_22244320_gene	candidate
p14.dialup	sgRNA_22244141.22244453_22244320_gene	candidate
CDKN2B	sgRNA_22244141.22244453_22244333_gene	candidate
CDKN2B-AS1	sgRNA_22244141.22244453_22244333_gene	candidate
p16.dialup	sgRNA_22244141.22244453_22244333_gene	candidate
MTAP	sgRNA_22244141.22244453_22244333_gene	candidate
DMRTA1	sgRNA_22244141.22244453_22244333_gene	candidate
IFNB1	sgRNA_22244141.22244453_22244333_gene	candidate
IFNE	sgRNA_22244141.22244453_22244333_gene	candidate
IFNWP19	sgRNA_22244141.22244453_22244333_gene	candidate
p14.dialup	sgRNA_22244141.22244453_22244333_gene	candidate
CDKN2B	sgRNA_22244669.22245061_22244764_gene	candidate
CDKN2B-AS1	sgRNA_22244669.22245061_22244764_gene	candidate
p16.dialup	sgRNA_22244669.22245061_22244764_gene	candidate
MTAP	sgRNA_22244669.22245061_22244764_gene	candidate
DMRTA1	sgRNA_22244669.22245061_22244764_gene	candidate
IFNB1	sgRNA_22244669.22245061_22244764_gene	candidate
IFNE	sgRNA_22244669.22245061_22244764_gene	candidate
IFNWP19	sgRNA_22244669.22245061_22244764_gene	candidate
p14.dialup	sgRNA_22244669.22245061_22244764_gene	candidate
CDKN2B	sgRNA_22244669.22245061_22244805_gene	candidate
CDKN2B-AS1	sgRNA_22244669.22245061_22244805_gene	candidate
p16.dialup	sgRNA_22244669.22245061_22244805_gene	candidate
MTAP	sgRNA_22244669.22245061_22244805_gene	candidate
DMRTA1	sgRNA_22244669.22245061_22244805_gene	candidate
IFNB1	sgRNA_22244669.22245061_22244805_gene	candidate
IFNE	sgRNA_22244669.22245061_22244805_gene	candidate
IFNWP19	sgRNA_22244669.22245061_22244805_gene	candidate
p14.dialup	sgRNA_22244669.22245061_22244805_gene	candidate
CDKN2B	sgRNA_22244669.22245061_22244881_gene	candidate
CDKN2B-AS1	sgRNA_22244669.22245061_22244881_gene	candidate
p16.dialup	sgRNA_22244669.22245061_22244881_gene	candidate
MTAP	sgRNA_22244669.22245061_22244881_gene	candidate
DMRTA1	sgRNA_22244669.22245061_22244881_gene	candidate
IFNB1	sgRNA_22244669.22245061_22244881_gene	candidate
IFNE	sgRNA_22244669.22245061_22244881_gene	candidate
IFNWP19	sgRNA_22244669.22245061_22244881_gene	candidate
p14.dialup	sgRNA_22244669.22245061_22244881_gene	candidate
CDKN2B	sgRNA_22244669.22245061_22244922_gene	candidate
CDKN2B-AS1	sgRNA_22244669.22245061_22244922_gene	candidate
p16.dialup	sgRNA_22244669.22245061_22244922_gene	candidate
MTAP	sgRNA_22244669.22245061_22244922_gene	candidate
DMRTA1	sgRNA_22244669.22245061_22244922_gene	candidate
IFNB1	sgRNA_22244669.22245061_22244922_gene	candidate
IFNE	sgRNA_22244669.22245061_22244922_gene	candidate
IFNWP19	sgRNA_22244669.22245061_22244922_gene	candidate
p14.dialup	sgRNA_22244669.22245061_22244922_gene	candidate
CDKN2B	sgRNA_22256470.22256708_22256530_gene	candidate
CDKN2B-AS1	sgRNA_22256470.22256708_22256530_gene	candidate
p16.dialup	sgRNA_22256470.22256708_22256530_gene	candidate
MTAP	sgRNA_22256470.22256708_22256530_gene	candidate
DMRTA1	sgRNA_22256470.22256708_22256530_gene	candidate
IFNB1	sgRNA_22256470.22256708_22256530_gene	candidate
IFNE	sgRNA_22256470.22256708_22256530_gene	candidate
IFNWP19	sgRNA_22256470.22256708_22256530_gene	candidate
p14.dialup	sgRNA_22256470.22256708_22256530_gene	candidate
CDKN2B	sgRNA_22256470.22256708_22256640_gene	candidate
CDKN2B-AS1	sgRNA_22256470.22256708_22256640_gene	candidate
p16.dialup	sgRNA_22256470.22256708_22256640_gene	candidate
MTAP	sgRNA_22256470.22256708_22256640_gene	candidate
DMRTA1	sgRNA_22256470.22256708_22256640_gene	candidate
IFNB1	sgRNA_22256470.22256708_22256640_gene	candidate
IFNE	sgRNA_22256470.22256708_22256640_gene	candidate
IFNWP19	sgRNA_22256470.22256708_22256640_gene	candidate
p14.dialup	sgRNA_22256470.22256708_22256640_gene	candidate
CDKN2B	sgRNA_22256470.22256708_22256661_gene	candidate
CDKN2B-AS1	sgRNA_22256470.22256708_22256661_gene	candidate
p16.dialup	sgRNA_22256470.22256708_22256661_gene	candidate
MTAP	sgRNA_22256470.22256708_22256661_gene	candidate
DMRTA1	sgRNA_22256470.22256708_22256661_gene	candidate
IFNB1	sgRNA_22256470.22256708_22256661_gene	candidate
IFNE	sgRNA_22256470.22256708_22256661_gene	candidate
IFNWP19	sgRNA_22256470.22256708_22256661_gene	candidate
p14.dialup	sgRNA_22256470.22256708_22256661_gene	candidate
CDKN2B	sgRNA_22256470.22256708_22256688_gene	candidate
CDKN2B-AS1	sgRNA_22256470.22256708_22256688_gene	candidate
p16.dialup	sgRNA_22256470.22256708_22256688_gene	candidate
MTAP	sgRNA_22256470.22256708_22256688_gene	candidate
DMRTA1	sgRNA_22256470.22256708_22256688_gene	candidate
IFNB1	sgRNA_22256470.22256708_22256688_gene	candidate
IFNE	sgRNA_22256470.22256708_22256688_gene	candidate
IFNWP19	sgRNA_22256470.22256708_22256688_gene	candidate
p14.dialup	sgRNA_22256470.22256708_22256688_gene	candidate
CDKN2B	sgRNA_22257028.22257383_22257036_gene	candidate
CDKN2B-AS1	sgRNA_22257028.22257383_22257036_gene	candidate
p16.dialup	sgRNA_22257028.22257383_22257036_gene	candidate
MTAP	sgRNA_22257028.22257383_22257036_gene	candidate
DMRTA1	sgRNA_22257028.22257383_22257036_gene	candidate
IFNB1	sgRNA_22257028.22257383_22257036_gene	candidate
IFNE	sgRNA_22257028.22257383_22257036_gene	candidate
IFNWP19	sgRNA_22257028.22257383_22257036_gene	candidate
p14.dialup	sgRNA_22257028.22257383_22257036_gene	candidate
CDKN2B	sgRNA_22257028.22257383_22257071_gene	candidate
CDKN2B-AS1	sgRNA_22257028.22257383_22257071_gene	candidate
p16.dialup	sgRNA_22257028.22257383_22257071_gene	candidate
MTAP	sgRNA_22257028.22257383_22257071_gene	candidate
DMRTA1	sgRNA_22257028.22257383_22257071_gene	candidate
IFNB1	sgRNA_22257028.22257383_22257071_gene	candidate
IFNE	sgRNA_22257028.22257383_22257071_gene	candidate
IFNWP19	sgRNA_22257028.22257383_22257071_gene	candidate
p14.dialup	sgRNA_22257028.22257383_22257071_gene	candidate
CDKN2B	sgRNA_22257028.22257383_22257132_gene	candidate
CDKN2B-AS1	sgRNA_22257028.22257383_22257132_gene	candidate
p16.dialup	sgRNA_22257028.22257383_22257132_gene	candidate
MTAP	sgRNA_22257028.22257383_22257132_gene	candidate
DMRTA1	sgRNA_22257028.22257383_22257132_gene	candidate
IFNB1	sgRNA_22257028.22257383_22257132_gene	candidate
IFNE	sgRNA_22257028.22257383_22257132_gene	candidate
IFNWP19	sgRNA_22257028.22257383_22257132_gene	candidate
p14.dialup	sgRNA_22257028.22257383_22257132_gene	candidate
CDKN2B	sgRNA_22257028.22257383_22257283_gene	candidate
CDKN2B-AS1	sgRNA_22257028.22257383_22257283_gene	candidate
p16.dialup	sgRNA_22257028.22257383_22257283_gene	candidate
MTAP	sgRNA_22257028.22257383_22257283_gene	candidate
DMRTA1	sgRNA_22257028.22257383_22257283_gene	candidate
IFNB1	sgRNA_22257028.22257383_22257283_gene	candidate
IFNE	sgRNA_22257028.22257383_22257283_gene	candidate
IFNWP19	sgRNA_22257028.22257383_22257283_gene	candidate
p14.dialup	sgRNA_22257028.22257383_22257283_gene	candidate
CDKN2B	sgRNA_22257406.22257722_22257612_gene	candidate
CDKN2B-AS1	sgRNA_22257406.22257722_22257612_gene	candidate
p16.dialup	sgRNA_22257406.22257722_22257612_gene	candidate
MTAP	sgRNA_22257406.22257722_22257612_gene	candidate
DMRTA1	sgRNA_22257406.22257722_22257612_gene	candidate
IFNB1	sgRNA_22257406.22257722_22257612_gene	candidate
IFNE	sgRNA_22257406.22257722_22257612_gene	candidate
IFNWP19	sgRNA_22257406.22257722_22257612_gene	candidate
p14.dialup	sgRNA_22257406.22257722_22257612_gene	candidate
CDKN2B	sgRNA_22257406.22257722_22257633_gene	candidate
CDKN2B-AS1	sgRNA_22257406.22257722_22257633_gene	candidate
p16.dialup	sgRNA_22257406.22257722_22257633_gene	candidate
MTAP	sgRNA_22257406.22257722_22257633_gene	candidate
DMRTA1	sgRNA_22257406.22257722_22257633_gene	candidate
IFNB1	sgRNA_22257406.22257722_22257633_gene	candidate
IFNE	sgRNA_22257406.22257722_22257633_gene	candidate
IFNWP19	sgRNA_22257406.22257722_22257633_gene	candidate
p14.dialup	sgRNA_22257406.22257722_22257633_gene	candidate
CDKN2B	sgRNA_22257406.22257722_22257636_gene	candidate
CDKN2B-AS1	sgRNA_22257406.22257722_22257636_gene	candidate
p16.dialup	sgRNA_22257406.22257722_22257636_gene	candidate
