gene_id	gRNA_group	pair_type
CDKN2B	sgRNA_22037288.22037595_22037427_gene	candidate
CDKN2B-AS1	sgRNA_22037288.22037595_22037427_gene	candidate
p16.dialup	sgRNA_22037288.22037595_22037427_gene	candidate
MTAP	sgRNA_22037288.22037595_22037427_gene	candidate
DMRTA1	sgRNA_22037288.22037595_22037427_gene	candidate
IFNB1	sgRNA_22037288.22037595_22037427_gene	candidate
IFNE	sgRNA_22037288.22037595_22037427_gene	candidate
IFNWP19	sgRNA_22037288.22037595_22037427_gene	candidate
p14.dialup	sgRNA_22037288.22037595_22037427_gene	candidate
CDKN2B	sgRNA_22037947.22038388_22038256_gene	candidate
CDKN2B-AS1	sgRNA_22037947.22038388_22038256_gene	candidate
p16.dialup	sgRNA_22037947.22038388_22038256_gene	candidate
MTAP	sgRNA_22037947.22038388_22038256_gene	candidate
DMRTA1	sgRNA_22037947.22038388_22038256_gene	candidate
IFNB1	sgRNA_22037947.22038388_22038256_gene	candidate
IFNE	sgRNA_22037947.22038388_22038256_gene	candidate
IFNWP19	sgRNA_22037947.22038388_22038256_gene	candidate
p14.dialup	sgRNA_22037947.22038388_22038256_gene	candidate
CDKN2B	sgRNA_22037947.22038388_22038259_gene	candidate
CDKN2B-AS1	sgRNA_22037947.22038388_22038259_gene	candidate
p16.dialup	sgRNA_22037947.22038388_22038259_gene	candidate
MTAP	sgRNA_22037947.22038388_22038259_gene	candidate
DMRTA1	sgRNA_22037947.22038388_22038259_gene	candidate
IFNB1	sgRNA_22037947.22038388_22038259_gene	candidate
IFNE	sgRNA_22037947.22038388_22038259_gene	candidate
IFNWP19	sgRNA_22037947.22038388_22038259_gene	candidate
p14.dialup	sgRNA_22037947.22038388_22038259_gene	candidate
CDKN2B	sgRNA_22037947.22038388_22038280_gene	candidate
CDKN2B-AS1	sgRNA_22037947.22038388_22038280_gene	candidate
p16.dialup	sgRNA_22037947.22038388_22038280_gene	candidate
MTAP	sgRNA_22037947.22038388_22038280_gene	candidate
DMRTA1	sgRNA_22037947.22038388_22038280_gene	candidate
IFNB1	sgRNA_22037947.22038388_22038280_gene	candidate
IFNE	sgRNA_22037947.22038388_22038280_gene	candidate
IFNWP19	sgRNA_22037947.22038388_22038280_gene	candidate
p14.dialup	sgRNA_22037947.22038388_22038280_gene	candidate
CDKN2B	sgRNA_22037947.22038388_22038281_gene	candidate
CDKN2B-AS1	sgRNA_22037947.22038388_22038281_gene	candidate
p16.dialup	sgRNA_22037947.22038388_22038281_gene	candidate
MTAP	sgRNA_22037947.22038388_22038281_gene	candidate
DMRTA1	sgRNA_22037947.22038388_22038281_gene	candidate
IFNB1	sgRNA_22037947.22038388_22038281_gene	candidate
IFNE	sgRNA_22037947.22038388_22038281_gene	candidate
IFNWP19	sgRNA_22037947.22038388_22038281_gene	candidate
p14.dialup	sgRNA_22037947.22038388_22038281_gene	candidate
CDKN2B	sgRNA_22039302.22039598_22039381_gene	candidate
CDKN2B-AS1	sgRNA_22039302.22039598_22039381_gene	candidate
p16.dialup	sgRNA_22039302.22039598_22039381_gene	candidate
MTAP	sgRNA_22039302.22039598_22039381_gene	candidate
DMRTA1	sgRNA_22039302.22039598_22039381_gene	candidate
IFNB1	sgRNA_22039302.22039598_22039381_gene	candidate
IFNE	sgRNA_22039302.22039598_22039381_gene	candidate
IFNWP19	sgRNA_22039302.22039598_22039381_gene	candidate
p14.dialup	sgRNA_22039302.22039598_22039381_gene	candidate
CDKN2B	sgRNA_22039302.22039598_22039387_gene	candidate
CDKN2B-AS1	sgRNA_22039302.22039598_22039387_gene	candidate
p16.dialup	sgRNA_22039302.22039598_22039387_gene	candidate
MTAP	sgRNA_22039302.22039598_22039387_gene	candidate
DMRTA1	sgRNA_22039302.22039598_22039387_gene	candidate
IFNB1	sgRNA_22039302.22039598_22039387_gene	candidate
IFNE	sgRNA_22039302.22039598_22039387_gene	candidate
IFNWP19	sgRNA_22039302.22039598_22039387_gene	candidate
p14.dialup	sgRNA_22039302.22039598_22039387_gene	candidate
CDKN2B	sgRNA_22039302.22039598_22039433_gene	candidate
CDKN2B-AS1	sgRNA_22039302.22039598_22039433_gene	candidate
p16.dialup	sgRNA_22039302.22039598_22039433_gene	candidate
MTAP	sgRNA_22039302.22039598_22039433_gene	candidate
DMRTA1	sgRNA_22039302.22039598_22039433_gene	candidate
IFNB1	sgRNA_22039302.22039598_22039433_gene	candidate
IFNE	sgRNA_22039302.22039598_22039433_gene	candidate
IFNWP19	sgRNA_22039302.22039598_22039433_gene	candidate
p14.dialup	sgRNA_22039302.22039598_22039433_gene	candidate
CDKN2B	sgRNA_22039302.22039598_22039530_gene	candidate
CDKN2B-AS1	sgRNA_22039302.22039598_22039530_gene	candidate
p16.dialup	sgRNA_22039302.22039598_22039530_gene	candidate
MTAP	sgRNA_22039302.22039598_22039530_gene	candidate
DMRTA1	sgRNA_22039302.22039598_22039530_gene	candidate
IFNB1	sgRNA_22039302.22039598_22039530_gene	candidate
IFNE	sgRNA_22039302.22039598_22039530_gene	candidate
IFNWP19	sgRNA_22039302.22039598_22039530_gene	candidate
p14.dialup	sgRNA_22039302.22039598_22039530_gene	candidate
CDKN2B	sgRNA_22040763.22041162_22040803_gene	candidate
CDKN2B-AS1	sgRNA_22040763.22041162_22040803_gene	candidate
p16.dialup	sgRNA_22040763.22041162_22040803_gene	candidate
MTAP	sgRNA_22040763.22041162_22040803_gene	candidate
DMRTA1	sgRNA_22040763.22041162_22040803_gene	candidate
IFNB1	sgRNA_22040763.22041162_22040803_gene	candidate
IFNE	sgRNA_22040763.22041162_22040803_gene	candidate
IFNWP19	sgRNA_22040763.22041162_22040803_gene	candidate
p14.dialup	sgRNA_22040763.22041162_22040803_gene	candidate
CDKN2B	sgRNA_22040763.22041162_22040863_gene	candidate
CDKN2B-AS1	sgRNA_22040763.22041162_22040863_gene	candidate
p16.dialup	sgRNA_22040763.22041162_22040863_gene	candidate
MTAP	sgRNA_22040763.22041162_22040863_gene	candidate
DMRTA1	sgRNA_22040763.22041162_22040863_gene	candidate
IFNB1	sgRNA_22040763.22041162_22040863_gene	candidate
IFNE	sgRNA_22040763.22041162_22040863_gene	candidate
IFNWP19	sgRNA_22040763.22041162_22040863_gene	candidate
p14.dialup	sgRNA_22040763.22041162_22040863_gene	candidate
CDKN2B	sgRNA_22040763.22041162_22040912_gene	candidate
CDKN2B-AS1	sgRNA_22040763.22041162_22040912_gene	candidate
p16.dialup	sgRNA_22040763.22041162_22040912_gene	candidate
MTAP	sgRNA_22040763.22041162_22040912_gene	candidate
DMRTA1	sgRNA_22040763.22041162_22040912_gene	candidate
IFNB1	sgRNA_22040763.22041162_22040912_gene	candidate
IFNE	sgRNA_22040763.22041162_22040912_gene	candidate
IFNWP19	sgRNA_22040763.22041162_22040912_gene	candidate
p14.dialup	sgRNA_22040763.22041162_22040912_gene	candidate
CDKN2B	sgRNA_22040763.22041162_22041056_gene	candidate
CDKN2B-AS1	sgRNA_22040763.22041162_22041056_gene	candidate
p16.dialup	sgRNA_22040763.22041162_22041056_gene	candidate
MTAP	sgRNA_22040763.22041162_22041056_gene	candidate
DMRTA1	sgRNA_22040763.22041162_22041056_gene	candidate
IFNB1	sgRNA_22040763.22041162_22041056_gene	candidate
IFNE	sgRNA_22040763.22041162_22041056_gene	candidate
IFNWP19	sgRNA_22040763.22041162_22041056_gene	candidate
p14.dialup	sgRNA_22040763.22041162_22041056_gene	candidate
CDKN2B	sgRNA_22041786.22042153_22041940_gene	candidate
CDKN2B-AS1	sgRNA_22041786.22042153_22041940_gene	candidate
p16.dialup	sgRNA_22041786.22042153_22041940_gene	candidate
MTAP	sgRNA_22041786.22042153_22041940_gene	candidate
DMRTA1	sgRNA_22041786.22042153_22041940_gene	candidate
IFNB1	sgRNA_22041786.22042153_22041940_gene	candidate
IFNE	sgRNA_22041786.22042153_22041940_gene	candidate
IFNWP19	sgRNA_22041786.22042153_22041940_gene	candidate
p14.dialup	sgRNA_22041786.22042153_22041940_gene	candidate
CDKN2B	sgRNA_22041786.22042153_22041961_gene	candidate
CDKN2B-AS1	sgRNA_22041786.22042153_22041961_gene	candidate
p16.dialup	sgRNA_22041786.22042153_22041961_gene	candidate
MTAP	sgRNA_22041786.22042153_22041961_gene	candidate
DMRTA1	sgRNA_22041786.22042153_22041961_gene	candidate
IFNB1	sgRNA_22041786.22042153_22041961_gene	candidate
IFNE	sgRNA_22041786.22042153_22041961_gene	candidate
IFNWP19	sgRNA_22041786.22042153_22041961_gene	candidate
p14.dialup	sgRNA_22041786.22042153_22041961_gene	candidate
CDKN2B	sgRNA_22041786.22042153_22042057_gene	candidate
CDKN2B-AS1	sgRNA_22041786.22042153_22042057_gene	candidate
p16.dialup	sgRNA_22041786.22042153_22042057_gene	candidate
MTAP	sgRNA_22041786.22042153_22042057_gene	candidate
DMRTA1	sgRNA_22041786.22042153_22042057_gene	candidate
IFNB1	sgRNA_22041786.22042153_22042057_gene	candidate
IFNE	sgRNA_22041786.22042153_22042057_gene	candidate
IFNWP19	sgRNA_22041786.22042153_22042057_gene	candidate
p14.dialup	sgRNA_22041786.22042153_22042057_gene	candidate
CDKN2B	sgRNA_22041786.22042153_22042133_gene	candidate
CDKN2B-AS1	sgRNA_22041786.22042153_22042133_gene	candidate
p16.dialup	sgRNA_22041786.22042153_22042133_gene	candidate
MTAP	sgRNA_22041786.22042153_22042133_gene	candidate
DMRTA1	sgRNA_22041786.22042153_22042133_gene	candidate
IFNB1	sgRNA_22041786.22042153_22042133_gene	candidate
IFNE	sgRNA_22041786.22042153_22042133_gene	candidate
IFNWP19	sgRNA_22041786.22042153_22042133_gene	candidate
p14.dialup	sgRNA_22041786.22042153_22042133_gene	candidate
CDKN2B	sgRNA_22043926.22044126_22043927_gene	candidate
CDKN2B-AS1	sgRNA_22043926.22044126_22043927_gene	candidate
p16.dialup	sgRNA_22043926.22044126_22043927_gene	candidate
MTAP	sgRNA_22043926.22044126_22043927_gene	candidate
DMRTA1	sgRNA_22043926.22044126_22043927_gene	candidate
IFNB1	sgRNA_22043926.22044126_22043927_gene	candidate
IFNE	sgRNA_22043926.22044126_22043927_gene	candidate
IFNWP19	sgRNA_22043926.22044126_22043927_gene	candidate
p14.dialup	sgRNA_22043926.22044126_22043927_gene	candidate
CDKN2B	sgRNA_22043926.22044126_22043932_gene	candidate
CDKN2B-AS1	sgRNA_22043926.22044126_22043932_gene	candidate
p16.dialup	sgRNA_22043926.22044126_22043932_gene	candidate
MTAP	sgRNA_22043926.22044126_22043932_gene	candidate
DMRTA1	sgRNA_22043926.22044126_22043932_gene	candidate
IFNB1	sgRNA_22043926.22044126_22043932_gene	candidate
IFNE	sgRNA_22043926.22044126_22043932_gene	candidate
IFNWP19	sgRNA_22043926.22044126_22043932_gene	candidate
p14.dialup	sgRNA_22043926.22044126_22043932_gene	candidate
CDKN2B	sgRNA_22043926.22044126_22043974_gene	candidate
CDKN2B-AS1	sgRNA_22043926.22044126_22043974_gene	candidate
p16.dialup	sgRNA_22043926.22044126_22043974_gene	candidate
MTAP	sgRNA_22043926.22044126_22043974_gene	candidate
DMRTA1	sgRNA_22043926.22044126_22043974_gene	candidate
IFNB1	sgRNA_22043926.22044126_22043974_gene	candidate
IFNE	sgRNA_22043926.22044126_22043974_gene	candidate
IFNWP19	sgRNA_22043926.22044126_22043974_gene	candidate
p14.dialup	sgRNA_22043926.22044126_22043974_gene	candidate
CDKN2B	sgRNA_22044591.22044945_22044649_gene	candidate
CDKN2B-AS1	sgRNA_22044591.22044945_22044649_gene	candidate
p16.dialup	sgRNA_22044591.22044945_22044649_gene	candidate
MTAP	sgRNA_22044591.22044945_22044649_gene	candidate
DMRTA1	sgRNA_22044591.22044945_22044649_gene	candidate
IFNB1	sgRNA_22044591.22044945_22044649_gene	candidate
IFNE	sgRNA_22044591.22044945_22044649_gene	candidate
IFNWP19	sgRNA_22044591.22044945_22044649_gene	candidate
p14.dialup	sgRNA_22044591.22044945_22044649_gene	candidate
CDKN2B	sgRNA_22044591.22044945_22044785_gene	candidate
CDKN2B-AS1	sgRNA_22044591.22044945_22044785_gene	candidate
p16.dialup	sgRNA_22044591.22044945_22044785_gene	candidate
MTAP	sgRNA_22044591.22044945_22044785_gene	candidate
DMRTA1	sgRNA_22044591.22044945_22044785_gene	candidate
IFNB1	sgRNA_22044591.22044945_22044785_gene	candidate
IFNE	sgRNA_22044591.22044945_22044785_gene	candidate
IFNWP19	sgRNA_22044591.22044945_22044785_gene	candidate
p14.dialup	sgRNA_22044591.22044945_22044785_gene	candidate
CDKN2B	sgRNA_22044591.22044945_22044807_gene	candidate
CDKN2B-AS1	sgRNA_22044591.22044945_22044807_gene	candidate
p16.dialup	sgRNA_22044591.22044945_22044807_gene	candidate
MTAP	sgRNA_22044591.22044945_22044807_gene	candidate
DMRTA1	sgRNA_22044591.22044945_22044807_gene	candidate
IFNB1	sgRNA_22044591.22044945_22044807_gene	candidate
IFNE	sgRNA_22044591.22044945_22044807_gene	candidate
IFNWP19	sgRNA_22044591.22044945_22044807_gene	candidate
p14.dialup	sgRNA_22044591.22044945_22044807_gene	candidate
CDKN2B	sgRNA_22049453.22049789_22049504_gene	candidate
CDKN2B-AS1	sgRNA_22049453.22049789_22049504_gene	candidate
p16.dialup	sgRNA_22049453.22049789_22049504_gene	candidate
MTAP	sgRNA_22049453.22049789_22049504_gene	candidate
DMRTA1	sgRNA_22049453.22049789_22049504_gene	candidate
IFNB1	sgRNA_22049453.22049789_22049504_gene	candidate
IFNE	sgRNA_22049453.22049789_22049504_gene	candidate
IFNWP19	sgRNA_22049453.22049789_22049504_gene	candidate
p14.dialup	sgRNA_22049453.22049789_22049504_gene	candidate
CDKN2B	sgRNA_22049453.22049789_22049519_gene	candidate
CDKN2B-AS1	sgRNA_22049453.22049789_22049519_gene	candidate
p16.dialup	sgRNA_22049453.22049789_22049519_gene	candidate
MTAP	sgRNA_22049453.22049789_22049519_gene	candidate
DMRTA1	sgRNA_22049453.22049789_22049519_gene	candidate
IFNB1	sgRNA_22049453.22049789_22049519_gene	candidate
IFNE	sgRNA_22049453.22049789_22049519_gene	candidate
IFNWP19	sgRNA_22049453.22049789_22049519_gene	candidate
p14.dialup	sgRNA_22049453.22049789_22049519_gene	candidate
CDKN2B	sgRNA_22049453.22049789_22049533_gene	candidate
CDKN2B-AS1	sgRNA_22049453.22049789_22049533_gene	candidate
p16.dialup	sgRNA_22049453.22049789_22049533_gene	candidate
MTAP	sgRNA_22049453.22049789_22049533_gene	candidate
DMRTA1	sgRNA_22049453.22049789_22049533_gene	candidate
IFNB1	sgRNA_22049453.22049789_22049533_gene	candidate
IFNE	sgRNA_22049453.22049789_22049533_gene	candidate
IFNWP19	sgRNA_22049453.22049789_22049533_gene	candidate
p14.dialup	sgRNA_22049453.22049789_22049533_gene	candidate
CDKN2B	sgRNA_22049453.22049789_22049676_gene	candidate
CDKN2B-AS1	sgRNA_22049453.22049789_22049676_gene	candidate
p16.dialup	sgRNA_22049453.22049789_22049676_gene	candidate
MTAP	sgRNA_22049453.22049789_22049676_gene	candidate
DMRTA1	sgRNA_22049453.22049789_22049676_gene	candidate
IFNB1	sgRNA_22049453.22049789_22049676_gene	candidate
IFNE	sgRNA_22049453.22049789_22049676_gene	candidate
IFNWP19	sgRNA_22049453.22049789_22049676_gene	candidate
p14.dialup	sgRNA_22049453.22049789_22049676_gene	candidate
CDKN2B	sgRNA_22050387.22050900_22050446_gene	candidate
CDKN2B-AS1	sgRNA_22050387.22050900_22050446_gene	candidate
p16.dialup	sgRNA_22050387.22050900_22050446_gene	candidate
MTAP	sgRNA_22050387.22050900_22050446_gene	candidate
DMRTA1	sgRNA_22050387.22050900_22050446_gene	candidate
IFNB1	sgRNA_22050387.22050900_22050446_gene	candidate
IFNE	sgRNA_22050387.22050900_22050446_gene	candidate
IFNWP19	sgRNA_22050387.22050900_22050446_gene	candidate
p14.dialup	sgRNA_22050387.22050900_22050446_gene	candidate
CDKN2B	sgRNA_22050387.22050900_22050509_gene	candidate
CDKN2B-AS1	sgRNA_22050387.22050900_22050509_gene	candidate
p16.dialup	sgRNA_22050387.22050900_22050509_gene	candidate
MTAP	sgRNA_22050387.22050900_22050509_gene	candidate
DMRTA1	sgRNA_22050387.22050900_22050509_gene	candidate
IFNB1	sgRNA_22050387.22050900_22050509_gene	candidate
IFNE	sgRNA_22050387.22050900_22050509_gene	candidate
IFNWP19	sgRNA_22050387.22050900_22050509_gene	candidate
p14.dialup	sgRNA_22050387.22050900_22050509_gene	candidate
CDKN2B	sgRNA_22050387.22050900_22050573_gene	candidate
CDKN2B-AS1	sgRNA_22050387.22050900_22050573_gene	candidate
p16.dialup	sgRNA_22050387.22050900_22050573_gene	candidate
MTAP	sgRNA_22050387.22050900_22050573_gene	candidate
DMRTA1	sgRNA_22050387.22050900_22050573_gene	candidate
IFNB1	sgRNA_22050387.22050900_22050573_gene	candidate
IFNE	sgRNA_22050387.22050900_22050573_gene	candidate
IFNWP19	sgRNA_22050387.22050900_22050573_gene	candidate
p14.dialup	sgRNA_22050387.22050900_22050573_gene	candidate
CDKN2B	sgRNA_22050387.22050900_22050721_gene	candidate
CDKN2B-AS1	sgRNA_22050387.22050900_22050721_gene	candidate
p16.dialup	sgRNA_22050387.22050900_22050721_gene	candidate
MTAP	sgRNA_22050387.22050900_22050721_gene	candidate
DMRTA1	sgRNA_22050387.22050900_22050721_gene	candidate
IFNB1	sgRNA_22050387.22050900_22050721_gene	candidate
IFNE	sgRNA_22050387.22050900_22050721_gene	candidate
IFNWP19	sgRNA_22050387.22050900_22050721_gene	candidate
p14.dialup	sgRNA_22050387.22050900_22050721_gene	candidate
CDKN2B	sgRNA_22052069.22053048_22052661_gene	candidate
CDKN2B-AS1	sgRNA_22052069.22053048_22052661_gene	candidate
p16.dialup	sgRNA_22052069.22053048_22052661_gene	candidate
MTAP	sgRNA_22052069.22053048_22052661_gene	candidate
DMRTA1	sgRNA_22052069.22053048_22052661_gene	candidate
IFNB1	sgRNA_22052069.22053048_22052661_gene	candidate
IFNE	sgRNA_22052069.22053048_22052661_gene	candidate
IFNWP19	sgRNA_22052069.22053048_22052661_gene	candidate
p14.dialup	sgRNA_22052069.22053048_22052661_gene	candidate
CDKN2B	sgRNA_22052069.22053048_22052671_gene	candidate
CDKN2B-AS1	sgRNA_22052069.22053048_22052671_gene	candidate
p16.dialup	sgRNA_22052069.22053048_22052671_gene	candidate
MTAP	sgRNA_22052069.22053048_22052671_gene	candidate
DMRTA1	sgRNA_22052069.22053048_22052671_gene	candidate
IFNB1	sgRNA_22052069.22053048_22052671_gene	candidate
IFNE	sgRNA_22052069.22053048_22052671_gene	candidate
IFNWP19	sgRNA_22052069.22053048_22052671_gene	candidate
p14.dialup	sgRNA_22052069.22053048_22052671_gene	candidate
CDKN2B	sgRNA_22052069.22053048_22052828_gene	candidate
CDKN2B-AS1	sgRNA_22052069.22053048_22052828_gene	candidate
p16.dialup	sgRNA_22052069.22053048_22052828_gene	candidate
MTAP	sgRNA_22052069.22053048_22052828_gene	candidate
DMRTA1	sgRNA_22052069.22053048_22052828_gene	candidate
IFNB1	sgRNA_22052069.22053048_22052828_gene	candidate
IFNE	sgRNA_22052069.22053048_22052828_gene	candidate
IFNWP19	sgRNA_22052069.22053048_22052828_gene	candidate
p14.dialup	sgRNA_22052069.22053048_22052828_gene	candidate
CDKN2B	sgRNA_22052069.22053048_22052831_gene	candidate
CDKN2B-AS1	sgRNA_22052069.22053048_22052831_gene	candidate
p16.dialup	sgRNA_22052069.22053048_22052831_gene	candidate
MTAP	sgRNA_22052069.22053048_22052831_gene	candidate
DMRTA1	sgRNA_22052069.22053048_22052831_gene	candidate
IFNB1	sgRNA_22052069.22053048_22052831_gene	candidate
IFNE	sgRNA_22052069.22053048_22052831_gene	candidate
IFNWP19	sgRNA_22052069.22053048_22052831_gene	candidate
p14.dialup	sgRNA_22052069.22053048_22052831_gene	candidate
CDKN2B	sgRNA_22053682.22054045_22053811_gene	candidate
CDKN2B-AS1	sgRNA_22053682.22054045_22053811_gene	candidate
p16.dialup	sgRNA_22053682.22054045_22053811_gene	candidate
MTAP	sgRNA_22053682.22054045_22053811_gene	candidate
DMRTA1	sgRNA_22053682.22054045_22053811_gene	candidate
IFNB1	sgRNA_22053682.22054045_22053811_gene	candidate
IFNE	sgRNA_22053682.22054045_22053811_gene	candidate
IFNWP19	sgRNA_22053682.22054045_22053811_gene	candidate
p14.dialup	sgRNA_22053682.22054045_22053811_gene	candidate
CDKN2B	sgRNA_22053682.22054045_22053819_gene	candidate
CDKN2B-AS1	sgRNA_22053682.22054045_22053819_gene	candidate
p16.dialup	sgRNA_22053682.22054045_22053819_gene	candidate
MTAP	sgRNA_22053682.22054045_22053819_gene	candidate
DMRTA1	sgRNA_22053682.22054045_22053819_gene	candidate
IFNB1	sgRNA_22053682.22054045_22053819_gene	candidate
IFNE	sgRNA_22053682.22054045_22053819_gene	candidate
IFNWP19	sgRNA_22053682.22054045_22053819_gene	candidate
p14.dialup	sgRNA_22053682.22054045_22053819_gene	candidate
CDKN2B	sgRNA_22053682.22054045_22053839_gene	candidate
CDKN2B-AS1	sgRNA_22053682.22054045_22053839_gene	candidate
p16.dialup	sgRNA_22053682.22054045_22053839_gene	candidate
MTAP	sgRNA_22053682.22054045_22053839_gene	candidate
DMRTA1	sgRNA_22053682.22054045_22053839_gene	candidate
IFNB1	sgRNA_22053682.22054045_22053839_gene	candidate
IFNE	sgRNA_22053682.22054045_22053839_gene	candidate
IFNWP19	sgRNA_22053682.22054045_22053839_gene	candidate
p14.dialup	sgRNA_22053682.22054045_22053839_gene	candidate
CDKN2B	sgRNA_22053682.22054045_22054018_gene	candidate
CDKN2B-AS1	sgRNA_22053682.22054045_22054018_gene	candidate
p16.dialup	sgRNA_22053682.22054045_22054018_gene	candidate
MTAP	sgRNA_22053682.22054045_22054018_gene	candidate
DMRTA1	sgRNA_22053682.22054045_22054018_gene	candidate
IFNB1	sgRNA_22053682.22054045_22054018_gene	candidate
IFNE	sgRNA_22053682.22054045_22054018_gene	candidate
IFNWP19	sgRNA_22053682.22054045_22054018_gene	candidate
p14.dialup	sgRNA_22053682.22054045_22054018_gene	candidate
CDKN2B	sgRNA_22054180.22054370_22054250_gene	candidate
CDKN2B-AS1	sgRNA_22054180.22054370_22054250_gene	candidate
p16.dialup	sgRNA_22054180.22054370_22054250_gene	candidate
MTAP	sgRNA_22054180.22054370_22054250_gene	candidate
DMRTA1	sgRNA_22054180.22054370_22054250_gene	candidate
IFNB1	sgRNA_22054180.22054370_22054250_gene	candidate
IFNE	sgRNA_22054180.22054370_22054250_gene	candidate
IFNWP19	sgRNA_22054180.22054370_22054250_gene	candidate
p14.dialup	sgRNA_22054180.22054370_22054250_gene	candidate
CDKN2B	sgRNA_22054180.22054370_22054342_gene	candidate
CDKN2B-AS1	sgRNA_22054180.22054370_22054342_gene	candidate
p16.dialup	sgRNA_22054180.22054370_22054342_gene	candidate
MTAP	sgRNA_22054180.22054370_22054342_gene	candidate
DMRTA1	sgRNA_22054180.22054370_22054342_gene	candidate
IFNB1	sgRNA_22054180.22054370_22054342_gene	candidate
IFNE	sgRNA_22054180.22054370_22054342_gene	candidate
IFNWP19	sgRNA_22054180.22054370_22054342_gene	candidate
p14.dialup	sgRNA_22054180.22054370_22054342_gene	candidate
CDKN2B	sgRNA_22054180.22054370_22054345_gene	candidate
CDKN2B-AS1	sgRNA_22054180.22054370_22054345_gene	candidate
p16.dialup	sgRNA_22054180.22054370_22054345_gene	candidate
MTAP	sgRNA_22054180.22054370_22054345_gene	candidate
DMRTA1	sgRNA_22054180.22054370_22054345_gene	candidate
IFNB1	sgRNA_22054180.22054370_22054345_gene	candidate
IFNE	sgRNA_22054180.22054370_22054345_gene	candidate
IFNWP19	sgRNA_22054180.22054370_22054345_gene	candidate
p14.dialup	sgRNA_22054180.22054370_22054345_gene	candidate
CDKN2B	sgRNA_22054180.22054370_22054359_gene	candidate
CDKN2B-AS1	sgRNA_22054180.22054370_22054359_gene	candidate
p16.dialup	sgRNA_22054180.22054370_22054359_gene	candidate
MTAP	sgRNA_22054180.22054370_22054359_gene	candidate
DMRTA1	sgRNA_22054180.22054370_22054359_gene	candidate
IFNB1	sgRNA_22054180.22054370_22054359_gene	candidate
IFNE	sgRNA_22054180.22054370_22054359_gene	candidate
IFNWP19	sgRNA_22054180.22054370_22054359_gene	candidate
p14.dialup	sgRNA_22054180.22054370_22054359_gene	candidate
CDKN2B	sgRNA_22054599.22054753_22054611_gene	candidate
CDKN2B-AS1	sgRNA_22054599.22054753_22054611_gene	candidate
p16.dialup	sgRNA_22054599.22054753_22054611_gene	candidate
MTAP	sgRNA_22054599.22054753_22054611_gene	candidate
DMRTA1	sgRNA_22054599.22054753_22054611_gene	candidate
IFNB1	sgRNA_22054599.22054753_22054611_gene	candidate
IFNE	sgRNA_22054599.22054753_22054611_gene	candidate
IFNWP19	sgRNA_22054599.22054753_22054611_gene	candidate
p14.dialup	sgRNA_22054599.22054753_22054611_gene	candidate
CDKN2B	sgRNA_22054599.22054753_22054659_gene	candidate
CDKN2B-AS1	sgRNA_22054599.22054753_22054659_gene	candidate
p16.dialup	sgRNA_22054599.22054753_22054659_gene	candidate
MTAP	sgRNA_22054599.22054753_22054659_gene	candidate
DMRTA1	sgRNA_22054599.22054753_22054659_gene	candidate
IFNB1	sgRNA_22054599.22054753_22054659_gene	candidate
IFNE	sgRNA_22054599.22054753_22054659_gene	candidate
IFNWP19	sgRNA_22054599.22054753_22054659_gene	candidate
p14.dialup	sgRNA_22054599.22054753_22054659_gene	candidate
CDKN2B	sgRNA_22055098.22055526_22055485_gene	candidate
CDKN2B-AS1	sgRNA_22055098.22055526_22055485_gene	candidate
p16.dialup	sgRNA_22055098.22055526_22055485_gene	candidate
MTAP	sgRNA_22055098.22055526_22055485_gene	candidate
DMRTA1	sgRNA_22055098.22055526_22055485_gene	candidate
IFNB1	sgRNA_22055098.22055526_22055485_gene	candidate
IFNE	sgRNA_22055098.22055526_22055485_gene	candidate
IFNWP19	sgRNA_22055098.22055526_22055485_gene	candidate
p14.dialup	sgRNA_22055098.22055526_22055485_gene	candidate
CDKN2B	sgRNA_22055098.22055526_22055501_gene	candidate
CDKN2B-AS1	sgRNA_22055098.22055526_22055501_gene	candidate
p16.dialup	sgRNA_22055098.22055526_22055501_gene	candidate
MTAP	sgRNA_22055098.22055526_22055501_gene	candidate
DMRTA1	sgRNA_22055098.22055526_22055501_gene	candidate
IFNB1	sgRNA_22055098.22055526_22055501_gene	candidate
IFNE	sgRNA_22055098.22055526_22055501_gene	candidate
IFNWP19	sgRNA_22055098.22055526_22055501_gene	candidate
p14.dialup	sgRNA_22055098.22055526_22055501_gene	candidate
CDKN2B	sgRNA_22055098.22055526_22055505_gene	candidate
CDKN2B-AS1	sgRNA_22055098.22055526_22055505_gene	candidate
p16.dialup	sgRNA_22055098.22055526_22055505_gene	candidate
MTAP	sgRNA_22055098.22055526_22055505_gene	candidate
DMRTA1	sgRNA_22055098.22055526_22055505_gene	candidate
IFNB1	sgRNA_22055098.22055526_22055505_gene	candidate
IFNE	sgRNA_22055098.22055526_22055505_gene	candidate
IFNWP19	sgRNA_22055098.22055526_22055505_gene	candidate
p14.dialup	sgRNA_22055098.22055526_22055505_gene	candidate
CDKN2B	sgRNA_22055098.22055526_22055507_gene	candidate
CDKN2B-AS1	sgRNA_22055098.22055526_22055507_gene	candidate
p16.dialup	sgRNA_22055098.22055526_22055507_gene	candidate
MTAP	sgRNA_22055098.22055526_22055507_gene	candidate
DMRTA1	sgRNA_22055098.22055526_22055507_gene	candidate
IFNB1	sgRNA_22055098.22055526_22055507_gene	candidate
